population	id_pl	bud_h	shoot_h	veg_h_min	veg_h_max	veg_h_mean	diff_veg_h_max_shoot_h	diff_veg_h_mean_shoot_h	a	b	c	d	e	f	n_fl	phen_index	most_adv	phen_index_p	most_adv_p	fr_int_h_max	fr_pred_h_max	n_intact_fruits	n_predated_fr	n_fruits_total	n_predated	fruit_set	n_fl_corrected	n_eggs_max	n_redants	n_blackants	dist_closest_redants	dist_closest_redants1	days_datalog	avg_d_mean	avg_d_sd	avg_d_min	avg_d_max	avg_d_range	avg_day_mean	avg_day_sd	avg_day_min	avg_day_max	avg_day_range	avg_d_mean_ja	avg_d_sd_ja	avg_d_min_ja	avg_d_max_ja	avg_d_range_ja	avg_day_mean_ja	avg_day_sd_ja	avg_day_min_ja	avg_day_max_ja	avg_day_range_ja
Remmene	R_15_051	2,2	18	30	50	40	32	22	4	0	0	0	0	0	4	1	1	1,72985782	1,72985782	32		2	0	2	0	0,5	4	0	2	20	39	0	66	13,4943182	1,31168655	11,7045455	15,2348485	3,53030303	14,119697	1,09184849	12,5	15,2348485	2,73484848	14,3232759	1,43251505	12,3448276	16,1551724	3,81034483	15,0551724	1,10173848	13,4137931	16,1551724	2,74137931
Remmene	R_15_052	5,1	16	20	35	27,5	19	11,5	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	0	0	1	0	0	1	75	75	66	14,15625	2,73903195	10,9015152	18,2272727	7,32575758	15,5287879	2,43411731	12,3787879	18,2272727	5,84848485	15,012931	2,38513272	12,0172414	18,3103448	6,29310345	16,2758621	1,96347842	13,5	18,3103448	4,81034483
Remmene	R_15_053	8	20	40	40	40	20	20	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782			0	0	0	0	0	3	0	2	15	15	0	66	14,0587121	0,95732331	12,8712121	15,5378788	2,66666667	14,5772727	0,76163134	13,7272727	15,5378788	1,81060606	14,4719828	1,09426357	13,0862069	16,1206897	3,03448276	15,0862069	0,82268686	14,1551724	16,1206897	1,96551724
Remmene	R_15_054	18,6	22	25	70	47,5	48	25,5	2	1	0	0	0	0	3	1,333333333	2	2,306477093	3,45971564			0	0	0	1	0	3	13	2	30	57	0	66	13,4109848	1,96486215	10,7272727	15,8257576	5,09848485	14,4530303	1,49779033	12,1363636	15,8257576	3,68939394	14,2262931	1,95275758	11,4655172	16,4655172	5	15,3206897	1,33340436	13,2068966	16,4655172	3,25862069
Remmene	R_15_055	17,1	21	20	30	25	9	4	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564			0	0	0	1	0	2	1	0	6	32	32	66	13,7556818	3,94590511	8,43181818	18,8939394	10,4621212	16,0818182	2,62986747	12,6515152	18,8939394	6,24242424	15,1681034	4,5827363	8,94827586	20,7931034	11,8448276	17,9965517	2,75603631	14,4137931	20,7931034	6,37931034
Remmene	R_15_056	14,4	14	35	35	35	21	21	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564			0	0	0	1	0	2	3	3	3	20	0	66	13,5625	2,25180924	10,4848485	16,4469697	5,96212121	14,8181818	1,63119126	12,5378788	16,4469697	3,90909091	14,4116379	2,37809832	11,137931	17,4655172	6,32758621	15,7827586	1,62039765	13,5172414	17,4655172	3,94827586
Remmene	R_15_057	8,2	16	35	35	35	19	19	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564			0	0	0	1	0	2	4	0	0	80	80	66	13,8674242	1,44921268	12,0833333	15,9621212	3,87878788	14,4712121	1,38331198	12,5227273	15,9545455	3,43181818	14,674569	1,54916736	12,7586207	16,8965517	4,13793103	15,3448276	1,43392467	13,362069	16,8965517	3,53448276
Remmene	R_15_058	13,6	16	25	25	25	9	9	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564			0	0	0	1	0	1	0	1	0	6	0	66	13,7926136	1,55194467	11,7045455	15,7045455	4	14,5075758	1,37990652	12,3257576	15,7045455	3,37878788	14,7607759	1,59882225	12,6034483	16,6896552	4,0862069	15,4827586	1,43457314	13,1896552	16,6896552	3,5
Remmene	R_15_059	12,7	13	25	25	25	12	12	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564			0	0	0	0	0	1	0	0	1	6	6	66	13,7035985	1,41301564	11,8409091	15,4848485	3,64393939	14,2742424	1,3568287	12,1666667	15,4848485	3,31818182	14,7155172	1,50954318	12,7758621	16,5862069	3,81034483	15,3137931	1,46326343	13,0517241	16,5862069	3,53448276
Remmene	R_15_060	21,5	21	30	30	30	9	9	1	1	1	0	0	0	3	2	3	3,45971564	5,18957346			0	0	0	1	0	3	6	3	1	7	0	66	13,9270833	1,79329463	11,530303	16,219697	4,68939394	14,8772727	1,4130658	12,7348485	16,219697	3,48484848	15,1530172	2,07979254	12,4310345	17,862069	5,43103448	16,262069	1,65918639	13,7241379	17,862069	4,13793103
Remmene	R_15_061	19,2	30	40	40	40	10	10	0	3	1	0	0	0	4	2,25	3	3,892180095	5,18957346	33,8		1	0	1	3	0,25	4	7	1	0	30	0	66	13,8579545	1,85736741	11,1287879	16,0454545	4,91666667	14,9515152	1,11765978	13,3863636	16,0454545	2,65909091	14,7543103	2,09195221	11,6896552	17,1896552	5,5	16	1,25451652	14,2241379	17,1896552	2,96551724
Remmene	R_15_062	20,1	37,5	30	50	40	12,5	2,5	1	4	0	0	0	0	5	1,8	2	3,113744076	3,45971564	32,2		1	0	1	2	0,2	5	9	3	0	9	0	66	12,4100379	2,15376495	9,09848485	14,8333333	5,73484848	13,6242424	1,27732703	11,8106061	14,8333333	3,02272727	13,1293103	1,69325983	10,3448276	14,8965517	4,55172414	14,1482759	0,77583656	13,0517241	14,8965517	1,84482759
Remmene	R_15_063	27,6	23	20	35	27,5	12	4,5	2	0	0	1	0	0	3	2	4	3,45971564	6,91943128			0	0	0	3	0	4	3	2	0	11	0																					
Remmene	R_15_064	37,5	29	20	35	27,5	6	-1,5	1	1	2	1	0	0	5	2,6	4	4,497630332	6,91943128			0	0	0	0	0	5	7	4	0	11	0	66	14,2140152	2,62558484	10,6287879	17,5909091	6,96212121	15,7030303	1,86765977	13,0833333	17,5909091	4,50757576	15,3685345	2,78315424	11,5862069	18,862069	7,27586207	16,9827586	1,91261715	14,2586207	18,862069	4,60344828
Remmene	R_15_065	12,4	23	40	40	40	17	17	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564			0	0	0	1	0	1	0	10	0	30	0	66	12,7945076	1,14681689	11,0833333	14,0681818	2,98484848	13,4606061	0,66288182	12,530303	14,0681818	1,53787879	13,3836207	1,20650245	11,5862069	14,6896552	3,10344828	14,0965517	0,65459041	13,1551724	14,6896552	1,53448276
Remmene	R_15_066	11,6	39	30	50	40	11	1	4	1	0	0	0	0	5	1,2	2	2,075829384	3,45971564	35,5		0	2	2	2	0,4	5	0	3	0	41	0	66	13,3030303	0,91114501	11,9469697	14,3787879	2,43181818	13,8075758	0,59471108	12,9469697	14,3787879	1,43181818	13,7672414	0,86507865	12,4827586	14,7758621	2,29310345	14,2551724	0,53250573	13,4827586	14,7758621	1,29310345
Remmene	R_15_067	31,6	24	35	35	35	11	11	2	0	0	1	0	0	3	2	4	3,45971564	6,91943128		43,7	0	1	1	1	0,333333333	3	2	1	0	56	0	66	13,8390152	2,02926433	11,1666667	16,3939394	5,22727273	14,8939394	1,65249583	12,3636364	16,3939394	4,03030303	14,7650862	2,14424309	11,9310345	17,4310345	5,5	15,8896552	1,72670616	13,1551724	17,4310345	4,27586207
Remmene	R_15_068	8,1	26	30	30	30	4	4	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782			0	0	0	0	0	3	1	0	2	41	41	66	12,7234848	2,330854	9,52272727	16,1439394	6,62121212	14,0060606	1,70333137	11,9015152	16,1439394	4,24242424	13,575431	2,54346187	10,1034483	17,3793103	7,27586207	15,0172414	1,78694733	12,8965517	17,3793103	4,48275862
Remmene	R_15_069	3,2	20	25	25	25	5	5	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	1	0	1	0	1	1	43	0	66	16,6609848	2,44153148	14,0757576	20,8484848	6,77272727	17,8439394	2,30314874	15,3106061	20,8484848	5,53787879	17,049569	2,3468088	14,4827586	20,8103448	6,32758621	18,2310345	2,13107836	15,7413793	20,8103448	5,06896552
Remmene	R_15_070	10	15	20	20	20	5	5	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564			0	0	0	1	0	1	7	0	0	20	20	66	13,8229167	3,37560057	9,11363636	17,9772727	8,86363636	15,7257576	2,37607292	12,2424242	17,9772727	5,73484848	15,0344828	3,53150092	10,1206897	19,3448276	9,22413793	17,0413793	2,45868425	13,2931034	19,3448276	6,05172414
Remmene	R_15_071	7,1	18	25	70	47,5	52	29,5	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	0	0	1	3	4	0	23	0	66	13,3693182	3,04716848	9,07575758	17,1212121	8,04545455	15,1727273	1,90012488	12,6742424	17,1212121	4,4469697	14,3383621	3,30142949	9,70689655	18,4655172	8,75862069	16,3275862	1,99348631	13,7413793	18,4655172	4,72413793
Remmene	R_15_072	10	21	20	50	35	29	14	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564			0	0	0	1	0	2	1	12	0	23	0	66	13,1979167	1,93578641	10,3484848	15,4772727	5,12878788	14,3090909	1,22598231	12,5378788	15,4772727	2,93939394	13,9676724	1,95314776	11,0517241	16,1896552	5,13793103	15,1172414	1,15543436	13,3793103	16,1896552	2,81034483
Remmene	R_15_073	9,2	19	35	35	35	16	16	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564			0	0	0	1	0	1	0	3	0	47	0	66	14,030303	3,2755559	9,93181818	18,8712121	8,93939394	15,7954545	2,6581984	12,2651515	18,8712121	6,60606061	14,875	3,40401815	10,5172414	19,7241379	9,20689655	16,7724138	2,61193263	13,2241379	19,7241379	6,5
Remmene	R_15_074	17,6	20	30	30	30	10	10	1	1	1	0	0	0	3	2	3	3,45971564	5,18957346			0	0	0	1	0	3	3	10	0	47	0	66	14,1003788	2,61136071	10,7651515	17,5681818	6,8030303	15,4121212	2,23714861	12,0151515	17,5681818	5,5530303	15,3448276	3,0541317	11,5344828	19,5517241	8,01724138	16,862069	2,66988614	12,8793103	19,5517241	6,67241379
Remmene	R_15_075	13	21	20	35	27,5	14	6,5	0	2	0	0	0	0	2	2	2	3,45971564	3,45971564			0	0	0	2	0	2	13	3	0	57	0	66	13,8522727	1,71899156	11,6818182	16,1893939	4,50757576	14,6015152	1,61382588	12,2272727	16,1893939	3,96212121	14,6400862	1,70277451	12,4310345	16,8448276	4,4137931	15,3758621	1,57751776	13,0344828	16,8448276	3,81034483
Remmene	R_15_076	29,9	20	30	30	30	10	10	3	1	0	1	0	0	5	1,8	4	3,113744076	6,91943128			0	0	0	1	0	5	4	1	1	82	0	66	13,467803	1,16139928	11,8484848	14,9242424	3,07575758	14,1060606	0,83789547	12,9015152	14,9242424	2,02272727	14,0711207	1,24890021	12,3275862	15,6206897	3,29310345	14,7793103	0,86653541	13,5	15,6206897	2,12068966
Remmene	R_15_077	31,4	30	35	35	35	5	5	0	3	1	1	0	0	5	2,6	4	4,497630332	6,91943128			0	0	0	3	0	5	22	0	17	78	78	66	13,9318182	1,59827353	11,8712121	15,9848485	4,11363636	14,4590909	1,70304475	11,9621212	15,9848485	4,02272727	14,5926724	1,58327038	12,5862069	16,5344828	3,94827586	15,1241379	1,6477767	12,6724138	16,5344828	3,86206897
Remmene	R_15_078	13,2	26	35	70	52,5	44	26,5	2	1	0	0	0	0	3	1,333333333	2	2,306477093	3,45971564			0	0	0	0	0	3	4	0	7	12	12	66	14,436553	2,48133301	11,2424242	18,0681818	6,82575758	15,7363636	2,03878808	13,0909091	18,0681818	4,97727273	15,0603448	2,49433557	11,7931034	18,7241379	6,93103448	16,4068966	1,96354729	13,8275862	18,7241379	4,89655172
Remmene	R_15_079	9,2	25	35	70	52,5	45	27,5	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782			0	0	0	0	0	3	6	11	10	86	0	66	14,1486742	1,65976417	12,030303	16,6060606	4,57575758	14,9439394	1,46410676	12,969697	16,6060606	3,63636364	14,7715517	1,68711568	12,6206897	17,2586207	4,63793103	15,6068966	1,44689299	13,6551724	17,2586207	3,60344828
Remmene	R_15_080	4,4	17	40	40	40	23	23	5	0	0	0	0	0	5	1	1	1,72985782	1,72985782			0	0	0	0	0	5	0	0	4	20	20	66	14,0748106	2,43315216	11,0378788	17,7575758	6,71969697	15,3333333	2,0530411	12,6666667	17,7575758	5,09090909	14,862069	2,59225676	11,6551724	18,8103448	7,15517241	16,2448276	2,12099278	13,5344828	18,8103448	5,27586207
Remmene	R_15_081	29,8	16	35	35	35	19	19	1	2	0	1	0	0	4	2,25	4	3,892180095	6,91943128	27,3		1	0	1	1	0,25	4	0	0	6	35	35	66	14,4204545	2,00896024	11,9393939	17,5530303	5,61363636	15,4242424	1,75312603	13,0606061	17,5530303	4,49242424	15,1875	2,13997455	12,5344828	18,5172414	5,98275862	16,3	1,79032092	13,9137931	18,5172414	4,60344828
Remmene	R_15_082	25,7	22	40	40	40	18	18	1	2	0	1	0	0	4	2,25	4	3,892180095	6,91943128		32	0	1	1	2	0,25	4	11	0	8	40	40	66	14,5473485	2,46348315	11,4015152	17,8257576	6,42424242	15,8545455	2,01427052	12,8409091	17,8257576	4,98484848	15,4741379	2,62304595	12,137931	18,8793103	6,74137931	16,9206897	2,03799245	13,8448276	18,8793103	5,03448276
Remmene	R_15_083	19,6	22	40	40	40	18	18	2	1	2	0	0	0	5	2	3	3,45971564	5,18957346	32,3	27	1	1	2	2	0,4	5	5	0	3	42	42	66	14,6051136	2,41717367	11,6060606	17,9924242	6,38636364	15,8575758	2,05565351	12,8030303	17,9924242	5,18939394	15,4719828	2,58782913	12,2586207	19,0862069	6,82758621	16,8517241	2,12251207	13,6896552	19,0862069	5,39655172
Remmene	R_15_086	37	26	35	35	35	9	9	3	1	2	0	1	0	7	2,285714286	5	3,953960731	8,6492891		47,3	1	3	4	4	0,571428571	7	2	0	13	26	26	66	14,6856061	2,26962428	12,1136364	17,9924242	5,87878788	15,7484848	2,14308187	12,7272727	17,9924242	5,26515152	15,2133621	2,20807819	12,6896552	18,4482759	5,75862069	16,2655172	2,03849563	13,3793103	18,4482759	5,06896552
Remmene	R_15_088	19,2	30	40	40	40	10	10	0	4	1	0	0	0	5	2,2	3	3,805687204	5,18957346			0	0	0	3	0	5	5	1	6	48	0	66	14,1524621	2,09533961	11,6060606	17,1212121	5,51515152	15,1909091	1,85660571	12,5	17,1212121	4,62121212	14,7586207	2,13623303	12,1551724	17,8103448	5,65517241	15,8517241	1,82774628	13,2068966	17,8103448	4,60344828
Remmene	R_15_089	8,8	24	30	30	30	6	6	2	0	0	0	0	0	2	1	1	1,72985782	1,72985782			0	0	0	2	0	2	0	2	18	14	0	66	14,219697	2,2940146	11,5530303	17,4924242	5,93939394	15,3242424	2,11905493	12,1590909	17,4924242	5,33333333	14,8685345	2,35519593	12,1206897	18,1896552	6,06896552	16,0103448	2,14482348	12,7931034	18,1896552	5,39655172
Remmene	R_15_090	5,1	16	30	45	37,5	29	21,5	2	0	0	0	0	0	2	1	1	1,72985782	1,72985782			0	0	0	0	0	2	0	1	3	17	0	66	14,2244318	1,38103151	12,5227273	16,1060606	3,58333333	14,8621212	1,25214617	13,0681818	16,0984848	3,03030303	14,7715517	1,43330385	13,0172414	16,7241379	3,70689655	15,4482759	1,27682676	13,637931	16,7241379	3,0862069
Remmene	R_15_091	14,7	18	30	45	37,5	27	19,5	2	1	0	0	0	0	3	1,333333333	2	2,306477093	3,45971564		32,2	0	1	1	3	0,25	4	0	1	0	11	0	66	14,2130682	2,31678253	11,1590909	17,4469697	6,28787879	15,45	1,84089277	12,8863636	17,4469697	4,56060606	14,8943966	2,38909712	11,7413793	18,1724138	6,43103448	16,2034483	1,82655071	13,637931	18,1724138	4,53448276
Remmene	R_15_092	12,6	21	30	45	37,5	24	16,5	3	1	0	0	0	0	4	1,25	2	2,162322275	3,45971564	32,8	44	0	1	1	1	0,25	4	0	1	0	17	0	66	14,2528409	1,84053729	11,9545455	16,8333333	4,87878788	15,15	1,62558671	12,7424242	16,8333333	4,09090909	14,8943966	1,92320068	12,5344828	17,5517241	5,01724138	15,8448276	1,67839293	13,362069	17,5517241	4,18965517
Remmene	R_15_093	31,4	33	40	60	50	27	17	1	1	7	1	0	0	10	2,8	4	4,843601896	6,91943128	49,3	21	1	1	2	4	0,2	10	30	0	1	56	56	66	14,717803	3,27876324	10,7348485	19,5681818	8,83333333	16,3848485	2,85225312	12,6212121	19,5681818	6,9469697	15,424569	3,15556573	11,5344828	20,1206897	8,5862069	17,0482759	2,67672724	13,5172414	20,1206897	6,60344828
Remmene	R_15_094	13,6	25	30	50	40	25	15	3	1	0	0	0	0	4	1,25	2	2,162322275	3,45971564		26	0	1	1	2	0,2	5	0	0	1	29	29	66	13,8475379	1,40656098	11,9621212	15,7348485	3,77272727	14,5575758	1,14131478	12,9166667	15,7272727	2,81060606	14,3577586	1,44979963	12,4482759	16,2931034	3,84482759	15,0931034	1,17603966	13,4137931	16,2931034	2,87931034
Remmene	R_15_095	23,4	33	30	50	40	17	7	1	3	2	0	0	0	6	2,166666667	3	3,748025276	5,18957346	33,8	53,6	0	5	5	5	0,833333333	6	2	0	0	32	32	66	13,4128788	1,96722133	10,7045455	16,0606061	5,35606061	14,469697	1,49208977	12,3787879	16,0606061	3,68181818	14,0215517	1,98482302	11,2758621	16,6724138	5,39655172	15,1034483	1,47790561	13	16,6724138	3,67241379
Remmene	R_15_096	15,5	36	30	60	45	24	9	1	4	0	0	0	0	5	1,8	2	3,113744076	3,45971564	26,7	33,2	1	1	2	3	0,333333333	6	1	0	1	5	5	66	14,094697	2,57000838	10,6212121	17,5909091	6,96969697	15,5666667	1,80472256	13,3333333	17,5909091	4,25757576	14,7909483	2,71043692	11,137931	18,6034483	7,46551724	16,3482759	1,91019465	14,0689655	18,6034483	4,53448276
Remmene	R_15_097	7	18,5	20	40	30	21,5	11,5	2	0	0	0	0	0	2	1	1	1,72985782	1,72985782			0	0	0	0	0	2	0	4	0	17	0	66	14,46875	3,35006126	10,1893939	19,4393939	9,25	16,3363636	2,56417288	13,3712121	19,4393939	6,06818182	15,1443966	3,39187414	10,6896552	20,2068966	9,51724138	17,0689655	2,50286991	14,2241379	20,2068966	5,98275862
Remmene	R_15_098	41,6	16	30	60	45	44	29	0	0	1	0	1	0	2	4	5	6,91943128	8,6492891			0	0	0	2	0	3	0	0	12	3	3	66	14,2452652	1,67988844	12,0227273	16,4015152	4,37878788	15,1651515	1,27998412	13,3484848	16,4015152	3,0530303	14,8383621	1,72265822	12,5172414	17,0517241	4,53448276	15,7896552	1,2762182	13,9137931	17,0517241	3,13793103
Remmene	R_15_099	11,5	35	30	60	45	25	10	1	3	1	0	0	0	5	2	3	3,45971564	5,18957346	31,7		1	0	1	2	0,2	5	2	1	12	17	0	66	13,8579545	1,49310024	11,780303	15,6893939	3,90909091	14,6878788	1,06949068	13,1818182	15,6893939	2,50757576	14,4030172	1,54215585	12,2413793	16,2586207	4,01724138	15,2689655	1,07158765	13,7068966	16,2586207	2,55172414
Remmene	R_15_100	10,3	26	30	60	45	34	19	2	1	0	0	0	0	3	1,333333333	2	2,306477093	3,45971564			0	0	0	0	0	3	0	0	0	9	9	66	13,4668561	1,25873029	11,6742424	15,0075758	3,33333333	14,1272727	0,94449395	12,6969697	15,0075758	2,31060606	14,0086207	1,27050431	12,1724138	15,5517241	3,37931034	14,6827586	0,91778473	13,2931034	15,5517241	2,25862069
Remmene	R_15_101	8,3	16	20	20	20	4	4	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	0	0	1	2	1	6	100	0																					
Tånga Hed	T_15_001	42,7	8,7	5	40	22,5	31,3	13,8	3	1	1	3	1	0	9	2,777777778	5	4,828042328	8,69047619	44,4		4	0	4	0	0,444444444	9	0	0	0	710	710	33	17,6818182	2,64855487	14,5151515	21,7878788	7,27272727	19,1	2,23579735	16,1212121	21,7878788	5,66666667	17,8947368	2,57186132	14,8421053	21,6842105	6,84210526	19,2684211	2,16524648	16,2368421	21,6842105	5,44736842
Tånga Hed	T_15_002	46	23,7	10	50	30	26,3	6,3	0	2	7	6	1	0	16	3,375	5	5,866071429	8,69047619	50,5	42,3	8	1	9	2	0,5625	16	4	0	0	560	560	33	16,905303	1,64907025	14,7272727	19,0909091	4,36363636	17,8363636	1,23391261	16,0454545	19,0909091	3,04545455	17,1381579	1,73231495	14,9210526	19,4210526	4,5	18,1157895	1,30120962	16,1842105	19,4210526	3,23684211
Tånga Hed	T_15_003	28,5	26,7	10	25	17,5	-1,7	-9,2	0	2	4	0	0	0	6	2,666666667	3	4,634920635	5,214285714	51,2	42	5	1	6	1	1	6	0	0	0	435	435	33	16,8598485	2,97256134	13,3636364	21,3333333	7,96969697	18,5424242	2,33149663	16,0151515	21,3333333	5,31818182	17,1940789	3,08664571	13,5526316	21,8684211	8,31578947	18,9421053	2,40047711	16,3421053	21,8684211	5,52631579
Tånga Hed	T_15_004	28,4	25,5	15	35	25	9,5	-0,5	1	1	5	1	0	0	8	2,75	4	4,779761905	6,952380952	44,1		7	0	7	0	0,875	8	0	0	0	400	400	33	16,6818182	2,38392294	13,6515152	20,2575758	6,60606061	18,0393939	1,80080852	15,7727273	20,2575758	4,48484848	17,0032895	2,51067012	13,8157895	20,7105263	6,89473684	18,4368421	1,87966421	16,0263158	20,7105263	4,68421053
Tånga Hed	T_15_005	16,5	29,5	20	50	35	20,5	5,5	1	7	1	0	0	0	9	2	3	3,476190476	5,214285714	46,7		7	0	7	0	0,777777778	9	0	1	0	450	0	33	16,4564394	1,83131723	14,1060606	19,0454545	4,93939394	17,4454545	1,47860033	15,4393939	19,0454545	3,60606061	16,6842105	1,8860683	14,2631579	19,3157895	5,05263158	17,7052632	1,50763982	15,6315789	19,3157895	3,68421053
Tånga Hed	T_15_006	24,4	23,3	10	45	27,5	21,7	4,2	2	4	2	1	0	0	9	2,222222222	4	3,862433862	6,952380952	38,6		5	0	5	1	0,555555556	9	2	6	0	23	0	33	16,1098485	2,07001383	13,6666667	19,2878788	5,62121212	17,1939394	1,78487995	14,8030303	19,2878788	4,48484848	16,3585526	2,10239784	13,8684211	19,5	5,63157895	17,4736842	1,77815797	15,0526316	19,5	4,44736842
Tånga Hed	T_15_007	23,7	22,7	10	45	27,5	22,3	4,8	0	7	1	0	0	0	8	2,125	3	3,693452381	5,214285714	39,8		7	0	7	0	0,875	8	1	7	0	20	0	33	16,1098485	2,07001383	13,6666667	19,2878788	5,62121212	17,1939394	1,78487995	14,8030303	19,2878788	4,48484848	16,3585526	2,10239784	13,8684211	19,5	5,63157895	17,4736842	1,77815797	15,0526316	19,5	4,44736842
Tånga Hed	T_15_008	34,6	14	20	50	35	36	21	0	0	3	1	0	0	4	3,25	4	5,648809524	6,952380952	48,3	37,7	4	1	5	1	1,25	4	0	0	0	450	450	33	16,4564394	1,83131723	14,1060606	19,0454545	4,93939394	17,4454545	1,47860033	15,4393939	19,0454545	3,60606061	16,6842105	1,8860683	14,2631579	19,3157895	5,05263158	17,7052632	1,50763982	15,6315789	19,3157895	3,68421053
Tånga Hed	T_15_009	17,3	20	20	25	22,5	5	2,5	2	1	0	0	0	0	3	1,333333333	2	2,317460317	3,476190476			0	0	0	0	0	3	0	35	0	10	0	33	16,282197	2,36037141	13,3333333	19,6818182	6,34848485	17,6121212	1,82416514	15,3333333	19,6818182	4,34848485	16,5263158	2,39977287	13,5	19,9210526	6,42105263	17,8894737	1,80387862	15,5789474	19,9210526	4,34210526
Tånga Hed	T_15_010	28,7	24,5	20	25	22,5	0,5	-2	1	4	2	1	0	0	8	2,375	4	4,12797619	6,952380952	37,8		6	0	6	1	0,75	8	3	30	0	10	0	33	16,282197	2,36037141	13,3333333	19,6818182	6,34848485	17,6121212	1,82416514	15,3333333	19,6818182	4,34848485	16,5263158	2,39977287	13,5	19,9210526	6,42105263	17,8894737	1,80387862	15,5789474	19,9210526	4,34210526
Tånga Hed	T_15_011	20,2	22,2	0	30	15	7,8	-7,2	1	3	1	0	0	0	5	2	3	3,476190476	5,214285714	41,3		3	0	3	1	0,6	5	5	0	1	660	660	33	17,4488636	3,24109057	13,7272727	22,530303	8,8030303	19,1060606	2,89912385	15,1363636	22,530303	7,39393939	17,7236842	3,31584616	13,9210526	22,7105263	8,78947368	19,4473684	2,89867898	15,4210526	22,7105263	7,28947368
Tånga Hed	T_15_012	45,3	23	20	60	40	37	17	1	1	1	1	4	0	8	3,75	5	6,517857143	8,69047619	51	53,7	1	2	3	2	0,375	8	4	20	0	57	0	33	16,2537879	1,7023143	14,1212121	18,8484848	4,72727273	17,1060606	1,48838537	14,9848485	18,8484848	3,86363636	16,3717105	1,76842878	14,1578947	18,9736842	4,81578947	17,2789474	1,49991821	15,1052632	18,9736842	3,86842105
Tånga Hed	T_15_013	29	19,5	10	10	10	-9,5	-9,5	0	2	3	1	0	0	6	2,833333333	4	4,924603175	6,952380952	40,4	45	1	1	2	1	0,333333333	6	14	1	1	57	0	33	17,1136364	3,02396666	13,6515152	22,0757576	8,42424242	18,669697	2,68215792	15,1818182	22,0757576	6,89393939	17,4473684	3,19411447	13,7631579	22,4473684	8,68421053	19,1210526	2,76543918	15,4473684	22,4473684	7
Tånga Hed	T_15_014	39,8	21	15	40	27,5	19	6,5	0	0	2	1	1	0	4	3,75	5	6,517857143	8,69047619	53,7	45,6	4	1	5	1	1,25	4	0	5	0	30	0	33	17,1950758	2,13729633	14,6060606	20,5151515	5,90909091	18,2969697	1,85704931	15,6666667	20,5151515	4,84848485	17,4473684	2,2096933	14,7368421	20,7894737	6,05263158	18,5947368	1,88692633	15,8947368	20,7894737	4,89473684
Tånga Hed	T_15_015	32,6	15	10	10	10	-5	-5	0	3	1	0	0	0	4	2,25	3	3,910714286	5,214285714	42,7		0	0	0	0	0	4	2	20	3	90	0	33	17,0662879	2,79884966	13,8030303	21,6212121	7,81818182	18,5272727	2,42274695	15,3333333	21,6212121	6,28787879	17,3914474	2,96601524	13,9473684	22,0526316	8,10526316	18,9789474	2,48799899	15,6578947	22,0526316	6,39473684
Tånga Hed	T_15_016	12,4	21	10	20	15	-1	-6	5	2	0	0	0	0	7	1,285714286	2	2,234693878	3,476190476			0	0	0	3	0	7	5	12	0	22	0	33	15,1818182	3,42251268	10,2878788	19,2575758	8,96969697	17,169697	2,27071272	13,7878788	19,2575758	5,46969697	15,4407895	3,50901891	10,4473684	19,5789474	9,13157895	17,4578947	2,34387765	13,8421053	19,5789474	5,73684211
Tånga Hed	T_15_017	25	29	20	60	40	31	11	2	4	1	0	0	0	7	1,857142857	3	3,227891156	5,214285714	40,4	26,6	2	0	2	2	0,285714286	7	12	40	4	30	0	33	16,4450758	2,565539	13,3030303	20,469697	7,16666667	17,830303	2,11290019	15,0757576	20,469697	5,39393939	16,6118421	2,56281187	13,4736842	20,5263158	7,05263158	18,0052632	2,07646209	15,2105263	20,5263158	5,31578947
Tånga Hed	T_15_018	24,4	35	20	35	27,5	0	-7,5	5	6	1	0	0	0	12	1,666666667	3	2,896825397	5,214285714	43,1	41,5	4	1	5	2	0,416666667	12	7	20	0	15	0	33	16,030303	2,0447418	13,4090909	19,0909091	5,68181818	17,1818182	1,54654865	15,1818182	19,0909091	3,90909091	16,2894737	2,16591677	13,5526316	19,4210526	5,86842105	17,5210526	1,60819071	15,3947368	19,4210526	4,02631579
