"id_pl"	"population"	"shoot_h"	"veg_h_mean"	"n_intact_fruits"	"n_eggs_max"	"n_redants"	"pop"	"meanT"	"maxT"	"minT"	"sdT"	"rangeT"	"redants_pres"	"ants_t"	"t_shoot_h"	"t_veg_h_mean"	"t_n_intact_fruits"	"t_n_eggs_max"	"t_n_redants"	"t_meanT"	"id"	"a1"	"b1"	"c1"	"d1"	"e1"	"f1"	"n_fl1"	"phen_index1"	"most_adv1"	"a2"	"b2"	"c2"	"d2"	"e2"	"f2"	"n_fl2"	"phen_index2"	"most_adv2"	"n_fl"	"julian1"	"julian2"
"283"	"T_15_091"	"Tånga Hed"	16	17.5	0	3	0	"T"	16.8939393939394	18.3030303030303	14.469696969697	1.57242726211667	3.83333333333333	"0"	0	-1.34004429477944	-0.337036441593327	-1.28958428533072	-0.435478197563608	-0.805883957128083	-1.16761607452481	289	1	1	0	0	0	0	2	1.5	2	1	0	0	1	0	0	2	2.5	4	2	210	239
"284"	"T_15_092"	"Tånga Hed"	17	38.5	1	0	1	"T"	17.130303030303	18.4393939393939	14.8636363636364	1.47244078303812	3.57575757575758	"1"	0.693147180559945	-1.18366024496946	1.87208423466839	-0.867910693619408	-0.81135183736013	-0.725607315363874	-0.845752701439359	290	0	1	0	0	0	0	1	2	2	0	0	0	0	0	1	1	6	6	1	210	239
"285"	"T_15_093"	"Tånga Hed"	37	32.5	5	4	12	"T"	17.4787878787879	19.7575757575758	15.2878787878788	1.76674636784414	4.46969696969697	"1"	2.56494935746154	1.94402075122999	1.24090689859361	0.818783673225857	-0.310186984298101	0.15743574404243	-0.371210548813361	291	1	1	6	0	0	0	8	2.625	3	0	0	0	0	2	6	8	5.75	6	8	210	239
"286"	"T_15_094"	"Tånga Hed"	32	36	2	5	1	"T"	17.9151515151515	20.5454545454545	15.6515151515152	1.92830891314264	4.89393939393939	"1"	0.693147180559945	1.16210050218013	1.60909367797057	-0.446237101908092	-0.184895771032593	-0.725607315363874	0.222998755344402	292	1	0	6	0	1	0	8	3	5	1	0	0	0	1	2	4	4.5	6	8	210	239
"287"	"T_15_095"	"Tånga Hed"	27	20	2	14	0	"T"	17.2060606060606	19.6363636363636	14.4848484848485	1.98089471311228	5.15151515151515	"0"	0	0.380180253130264	-0.0740458848955038	-0.446237101908092	0.942725148356972	-0.805883957128083	-0.742591363911966	293	0	0	2	3	2	0	7	4	5	0	0	0	0	0	7	7	6	6	7	210	239
"288"	"T_15_096"	"Tånga Hed"	33	10	7	4	12	"T"	16.7030303030303	18.8484848484848	14.5151515151515	1.66628429264828	4.33333333333333	"1"	2.56494935746154	1.3184845519901	-1.1260081116868	1.66213085664849	-0.310186984298101	0.15743574404243	-1.42758264509384	294	0	3	6	0	0	0	9	2.666666667	3	0	0	0	0	2	7	9	5.777777778	6	9	210	239
"289"	"T_15_097"	"Tånga Hed"	32	27	4	11	9	"T"	17.8090909090909	20.1363636363636	14.7575757575758	2.06694569566984	5.37878787878788	"1"	2.30258509299405	1.16210050218013	0.662327673858402	0.39711008151454	0.566851508560451	-0.0833941812501982	0.0785728828060566	295	0	0	10	0	1	0	11	3.181818182	5	1	1	0	0	0	10	12	5.25	6	12	210	239
"290"	"T_15_098"	"Tånga Hed"	19	22	2	0	0	"T"	18.2939393939394	21.030303030303	15.3939393939394	2.32663613983953	5.63636363636364	"0"	0	-0.870892145349518	0.136346560462755	-0.446237101908092	-0.81135183736013	-0.805883957128083	0.738805442981352	296	0	0	1	2	0	0	3	3.666666667	4	0	0	0	0	0	3	3	6	6	3	210	239
"291"	"T_15_099"	"Tånga Hed"	29	20	4	5	0	"T"	18.2939393939394	21.030303030303	15.3939393939394	2.32663613983953	5.63636363636364	"0"	0	0.692948352750209	-0.0740458848955038	0.39711008151454	-0.184895771032593	-0.805883957128083	0.738805442981352	297	1	1	6	1	0	0	9	2.777777778	4	0	0	0	0	1	7	8	5.875	6	9	210	239
"292"	"T_15_100"	"Tånga Hed"	32	26	4	8	9	"T"	17.6484848484848	19.7878787878788	14.8030303030303	1.94254260709333	4.98484848484848	"1"	2.30258509299405	1.16210050218013	0.557131451179272	0.39711008151454	0.190977868763929	-0.0833941812501982	-0.14012915275201	298	1	0	11	1	0	0	13	2.923076923	4	1	0	0	0	0	12	13	5.615384615	6	13	210	239
"293"	"T_15_101"	"Tånga Hed"	36	20	5	37	0	"T"	17.0484848484848	18.530303030303	14.9545454545455	1.44099135259116	3.57575757575758	"0"	0	1.78763670142002	-0.0740458848955038	0.818783673225857	3.82442305346364	-0.805883957128083	-0.957166945968941	299	3	4	9	0	1	0	17	2.529411765	5	0	0	1	1	0	16	18	5.722222222	6	18	210	239
"294"	"T_15_102"	"Tånga Hed"	24	32.5	5	5	0	"T"	19.1606060606061	22.7272727272727	15.2424242424242	2.98101726076326	7.48484848484848	"0"	0	-0.0889718962996544	1.24090689859361	0.818783673225857	-0.184895771032593	-0.805883957128083	1.9189711442947	300	0	0	3	1	3	0	7	4	5	0	0	0	0	0	7	7	6	6	7	210	239
"295"	"T_15_103"	"Tånga Hed"	40	22	1	22	15	"T"	16.9393939393939	18.9545454545455	14.2121212121212	1.84287775713907	4.74242424242424	"1"	2.77258872223978	2.41317290065991	0.136346560462755	-0.867910693619408	1.94505485448103	0.398265669335059	-1.10571927200838	301	0	0	6	1	0	0	7	3.142857143	4	0	0	0	0	0	7	7	6	6	7	210	239
